?covp	?covplab	?humanp	?humanplab	?humanp2	?humanplab2	id	TDL
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	ATP1A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	ATP1A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	ATP1A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	MET^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	ATP1A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	GAPDH^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	GAPDH^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	EIF4E^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	EIF4E^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	MET^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	ITGA4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	ITGA4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	PARP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	CCNB1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	CCNB1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	PARP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	POLA1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	HSPA1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	MET^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	MET^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P08581	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	POLA1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	BCL2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	HSPA1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	BCL2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	CALM1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	PCNA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	CALM1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	ANPEP^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	VEGFA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	PCNA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	VEGFA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	IDE^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	IDE^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	PARP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	PARP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	PRKACA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	POLA1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	POLA1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	ANPEP^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	CALM1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	CALM1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P19784	CSNK2A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P19784	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	HSPA1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	HSPA1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P19784	CSNK2A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P19784	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	COMT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	COMT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	PPIB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	KCNA6^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	PRKACA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	KCNA5^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	KCNA6^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	BCL2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	BCL2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	PPIB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	ADRA1D^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	IDE^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	IDE^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	PCNA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	KCNA5^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	PCNA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12004	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	ANPEP^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	VEGFA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	VEGFA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15692	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	ANPEP^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	ADRA1D^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	PRKACA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	PRKACA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	DNMT1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	DNMT1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	MARK3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	MARK3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	COMT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	COMT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	BLVRB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	Tbio
